"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"248",2.48580141073296e-55,0.512928239878312,0.967,0.836,5.73623533540737e-51,"12","S100A4","S100 calcium binding protein A4","0, 1, 12, 7","","The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein may function in motility, invasion, and tubulin polymerization. Chromosomal rearrangements and altered expression of this gene have been implicated in tumor metastasis. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]","","S100 calcium binding proteins|EF-hand domain containing"
"249",4.45710726475317e-47,0.497094209369553,0.851,0.645,1.02852207241444e-42,"12","ASAH1","N-acylsphingosine amidohydrolase 1","","neutrophil granulocyte","This gene encodes a member of the acid ceramidase family of proteins. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed. Processing of this preproprotein generates alpha and beta subunits that heterodimerize to form the mature lysosomal enzyme, which catalyzes the degradation of ceramide into sphingosine and free fatty acid. This enzyme is overexpressed in multiple human cancers and may play a role in cancer progression. Mutations in this gene are associated with the lysosomal storage disorder, Farber lipogranulomatosis, and a neuromuscular disorder, spinal muscular atrophy with progressive myoclonic epilepsy. [provided by RefSeq, Oct 2015]","Glycosphingolipid metabolism; Neutrophil degranulation",""
"250",3.55411286816207e-37,0.556502215003052,0.776,0.531,8.20147085457079e-33,"12","LIPA","lipase A, lysosomal acid type","0, 12","","This gene encodes lipase A, the lysosomal acid lipase (also known as cholesterol ester hydrolase). This enzyme functions in the lysosome to catalyze the hydrolysis of cholesteryl esters and triglycerides. Mutations in this gene can result in Wolman disease and cholesteryl ester storage disease. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2014]","LDL clearance","Lipases"
"251",0,1.71921271090356,0.555,0.069,0,"13","RGS18","regulator of G protein signaling 18","","","This gene encodes a member of the regulator of G-protein signaling family. This protein is contains a conserved, 120 amino acid motif called the RGS domain. The protein attenuates the signaling activity of G-proteins by binding to activated, GTP-bound G alpha subunits and acting as a GTPase activating protein (GAP), increasing the rate of conversion of the GTP to GDP. This hydrolysis allows the G alpha subunits to bind G beta/gamma subunit heterodimers, forming inactive G-protein heterotrimers, thereby terminating the signal. Alternate transcriptional splice variants of this gene have been observed but have not been thoroughly characterized. [provided by RefSeq, Jul 2008]","G alpha (q) signalling events; G alpha (i) signalling events","Regulators of G-protein signaling"
"252",0,1.66645926399349,0.391,0.016,0,"13","CLEC1B","C-type lectin domain family 1 member B","","myeloid","Natural killer (NK) cells express multiple calcium-dependent (C-type) lectin-like receptors, such as CD94 (KLRD1; MIM 602894) and NKG2D (KLRC4; MIM 602893), that interact with major histocompatibility complex class I molecules and either inhibit or activate cytotoxicity and cytokine secretion. CLEC2 is a C-type lectin-like receptor expressed in myeloid cells and NK cells (Colonna et al., 2000 [PubMed 10671229]).[supplied by OMIM, Jan 2011]","GPVI-mediated activation cascade","C-type lectin domain containing"
"253",0,1.55764800212693,0.436,0.021,0,"13","CMTM5","CKLF like MARVEL transmembrane domain containing 5","","","This gene encodes a member of the chemokine-like factor superfamily. This family of genes encodes multi-pass membrane proteins that are similar to both the chemokine and the transmembrane 4 superfamilies of signaling molecules. The encoded protein may exhibit tumor suppressor activity. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]","","CKLF like MARVEL transmembrane domain containing"
"254",0,1.42512041715463,0.716,0.075,0,"13","SDPR","SDPR","11, 13","","SDPR","SDPR","SDPR"
"255",0,1.33493774642386,0.566,0.02,0,"13","ITGA2B","integrin subunit alpha 2b","","megakaryocyte","This gene encodes a member of the integrin alpha chain family of proteins. The encoded preproprotein is proteolytically processed to generate light and heavy chains that associate through disulfide linkages to form a subunit of the alpha-IIb/beta-3 integrin cell adhesion receptor. This receptor plays a crucial role in the blood coagulation system, by mediating platelet aggregation. Mutations in this gene are associated with platelet-type bleeding disorders, which are characterized by a failure of platelet aggregation, including Glanzmann thrombasthenia. [provided by RefSeq, Jan 2016]","Platelet degranulation ; Integrin cell surface interactions; ECM proteoglycans; Integrin alphaIIb beta3 signaling; GRB2:SOS provides linkage to MAPK signaling for Integrins ; p130Cas linkage to MAPK signaling for integrins; Signal transduction by L1; MAP2K and MAPK activation; Signaling by moderate kinase activity BRAF mutants; Signaling by high-kinase activity BRAF mutants; Signaling by RAS mutants; Signaling by BRAF and RAF fusions; Paradoxical activation of RAF signaling by kinase inactive BRAF; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","CD molecules|Protein phosphatase 1 regulatory subunits|Integrin alpha subunits"
"256",0,1.24278152673712,0.548,0.037,0,"13","LAT","linker for activation of T cells","","","The protein encoded by this gene is phosphorylated by ZAP-70/Syk protein tyrosine kinases following activation of the T-cell antigen receptor (TCR) signal transduction pathway. This transmembrane protein localizes to lipid rafts and acts as a docking site for SH2 domain-containing proteins. Upon phosphorylation, this protein recruits multiple adaptor proteins and downstream signaling molecules into multimolecular signaling complexes located near the site of TCR engagement. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]","GPVI-mediated activation cascade; Generation of second messenger molecules; DAP12 signaling; Fc epsilon receptor (FCERI) signaling; FCERI mediated MAPK activation; FCERI mediated Ca+2 mobilization; FCERI mediated Ca+2 mobilization; RAF/MAP kinase cascade",""
"257",0,1.1945129899508,0.666,0.09,0,"13","RP11-620J15.3","RP11-620J15.3","","","RP11-620J15.3","RP11-620J15.3","RP11-620J15.3"
"258",0,1.05025512863712,0.439,0.016,0,"13","RAB27B","RAB27B, member RAS oncogene family","","megakaryocyte","Members of the Rab protein family, including RAB27B, are prenylated, membrane-bound proteins involved in vesicular fusion and trafficking (Chen et al., 1997 [PubMed 9066979]).[supplied by OMIM, Nov 2010]","Platelet degranulation ; RAB geranylgeranylation; RAB GEFs exchange GTP for GDP on RABs","RAB, member RAS oncogene GTPases"
"259",0,1.03231716212031,0.759,0.101,0,"13","GATA1","GATA binding protein 1","","erythrocyte, hematopoietic stem cell, megakaryocyte","This gene encodes a protein which belongs to the GATA family of transcription factors. The protein plays an important role in erythroid development by regulating the switch of fetal hemoglobin to adult hemoglobin. Mutations in this gene have been associated with X-linked dyserythropoietic anemia and thrombocytopenia. [provided by RefSeq, Jul 2008]","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Factors involved in megakaryocyte development and platelet production","GATA zinc finger domain containing"
"260",0,1.01292842551572,0.62,0.027,0,"13","GATA2","GATA binding protein 2","","hematopoietic stem cell, megakaryocyte","This gene encodes a member of the GATA family of zinc-finger transcription factors that are named for the consensus nucleotide sequence they bind in the promoter regions of target genes. The encoded protein plays an essential role in regulating transcription of genes involved in the development and proliferation of hematopoietic and endocrine cell lineages. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Mar 2009]","RUNX1 regulates transcription of genes involved in differentiation of HSCs; Factors involved in megakaryocyte development and platelet production","GATA zinc finger domain containing"
"261",0,0.984647304437665,0.405,0.005,0,"13","RP11-354E11.2","RP11-354E11.2","","","RP11-354E11.2","RP11-354E11.2","RP11-354E11.2"
"262",0,0.963808876540062,0.568,0.037,0,"13","PRSS57","serine protease 57","","neutrophil granulocyte","This gene encodes an arginine-specific serine protease and member of the peptidase S1 family of proteins. The encoded protein may undergo proteolytic activation before storage in azurophil granules, in neutrophil cells of the immune system. Following neutrophil activation, the protease is released into the pericellular environment, where it may play a role in defense against microbial pathogens. [provided by RefSeq, Jul 2016]","","Serine proteases|Granule associated serine proteases of immune defence"
"263",0,0.951775920314454,0.286,0.009,0,"13","CPA3","carboxypeptidase A3","","mast cell","This gene encodes a member of the carboxypeptidase A family of zinc metalloproteases. The encoded preproprotein is proteolytically processed to generate a mature protease that is released by mast cells and may be involved in the degradation of endogenous proteins and the inactivation of venom-associated peptides. Expression of this gene may be elevated in human asthma patients. [provided by RefSeq, Nov 2015]","Metabolism of Angiotensinogen to Angiotensins","M14 carboxypeptidases"
"264",1.83044704110865e-262,1.21355438264062,0.284,0.019,4.22393959206232e-258,"13","TMEM40","transmembrane protein 40","","","Not available","",""
"265",6.33773589946578e-255,0.98085287354619,0.28,0.019,1.46249593616072e-250,"13","TREML1","triggering receptor expressed on myeloid cells like 1","","lymphoid, megakaryocyte, myeloid","This gene encodes a member of the triggering receptor expressed on myeloid cells-like (TREM) family. The encoded protein is a type 1 single Ig domain orphan receptor localized to the alpha-granule membranes of platelets. The encoded protein is involved in platelet aggregation, inflammation, and cellular activation and has been linked to Gray platelet syndrome. Alternative splicing results in multiple transcript variants [provided by RefSeq, Nov 2012]","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","V-set domain containing"
